ein,founding_year,ruling_date,name,city,state,zip,subsection,foundation_code,ntee_code,asset_amount,income_amount,revenue_amount,found_in_bmf
271444241,2010,201007,LUBICK FOUNDATION,FORT COLLINS,CO,80528-7104,03,15,P20,694145,395472,326003,Y
271447089,2014,201402,SYSTEMS OF CARE INITIATIVE,GREELEY,CO,80634-4808,03,15,E50,0,0,0,Y
271447905,2010,201008,EARLY CHILDHOOD NETWORK,GLENWOOD SPGS,CO,81601-3841,03,15,P023,914611,454692,454692,Y
271461009,,,,,,,,,,,,,N
271462354,2012,201205,STEAMBOAT MOUNTAIN VILLAGE PARTNERSHIP INC,STEAMBOAT SPR,CO,80477-6171,06,00,S41,108547,41982,41982,Y
271480687,2010,201008,COALITION FOR PROCUREMENT REFORM,DENVER,CO,80234-2052,06,00,S41,14541,1,1,Y
271493306,2010,201008,CEDAREDGE COMMUNITY GARDENS,CEDAREDGE,CO,81413-0831,03,15,C42,5006,5502,4198,Y
271494651,,,,,,,,,,,,,N
271497625,,,,,,,,,,,,,N
271499886,,,,,,,,,,,,,N
271514777,2010,201005,CHARACTER IN ATHLETICS INC,FORT COLLINS,CO,80527-2176,03,15,B82,0,0,0,Y
271518094,2010,201003,UPPER RIO GRANDE ANIMAL SOCIETY,MONTE VISTA,CO,81144-0369,03,15,D20,207168,178363,178363,Y
271518112,2011,201104,CROSSROADS SCHOOL,LONGMONT,CO,80502-0183,03,11,B25,441966,605057,595678,Y
271527846,,,,,,,,,,,,,N
271537426,2020,202002,URANTIAUNIVERSITY,BOULDER,CO,80301-3731,03,15,B40,126754,97082,97082,Y
271539676,,,,,,,,,,,,,N
271544160,,,,,,,,,,,,,N
271552348,2010,201008,EATON SWIM CLUB,EATON,CO,80615-0150,04,00,N67,30993,71813,71626,Y
271565337,2010,201008,HOPE OF THE GRAND VALLEY,FRUITA,CO,81521-0532,03,15,B90,388060,94294,94294,Y
271565629,,,,,,,,,,,,,N
271583806,,,,,,,,,,,,,N
271586585,2010,201011,COLORADO MISSION OF MERCY INC,GREELEY,CO,80634-2945,03,15,E30,158029,299892,299892,Y
271607357,,,,,,,,,,,,,N
271607857,,,,,,,,,,,,,N
271610981,2010,201003,BOYS AND GIRLS CLUB OF FREMONT COUNTY INC,CANON CITY,CO,81215-1537,03,15,O23,885233,626622,626087,Y
271618835,2011,201101,MOVEMENT DISORDERS FOUNDATION,ARVADA,CO,80006-3038,03,15,H20,620271,164166,164166,Y
271620678,,,,,,,,,,,,,N
271662528,,,,,,,,,,,,,N
271679016,2014,201408,MILE HIGH LABRADOR RETRIEVER MISSION,BROOMFIELD,CO,80038-1975,03,16,D20,601278,528832,528832,Y
271680472,2010,201011,TRI-LIFE NFP INC,FORT COLLINS,CO,80525-1357,03,15,E32,5705,3000,3000,Y
271681065,2010,201008,PULLIAM COMMUNITY BUILDING FOUNDATION,LOVELAND,CO,80537-4756,03,15,A80,1071943,39548,39548,Y
271681509,2011,201109,2041 FOUNDATION INCORPORATED,GOLDEN,CO,80402-6036,03,15,C34,1819,3903,3903,Y
271684218,,,,,,,,,,,,,N
271689808,1968,196808,ALPHA PHI INTERNATIONAL FRATERNITY INC,DENVER,CO,80210-4207,07,00,,177320,261825,261825,Y
271704839,2011,201103,MELINA WACHTER MEMORIAL FOUNDATION,LITTLETON,CO,80123-1880,03,16,G30,15380,35558,18176,Y
271713939,2010,201009,DAVID TAYLORS ZIKR DANCE ENSEMBLE INC,LITTLETON,CO,80126-3934,03,15,A62,89407,286321,286321,Y
271728588,2008,200810,FULLER CENTER FOR HOUSING INC,CRAIG,CO,81625-2936,03,15,,154633,11280,11280,Y
271731819,2010,201010,LIVING WATERS RETREAT MINISTRY INC,CASTLE ROCK,CO,80108-7542,03,15,P46,1225681,615933,615933,Y
271736236,,,,,,,,,,,,,N
271759397,2010,201009,EVERGREENS ALLIANCE FOR SUSTAINABILITY,EVERGREEN,CO,80437-0236,03,15,C60,180752,54138,53818,Y
271761097,2010,201007,AEROANGEL INCORPORATED,DENVER,CO,80202-1602,03,15,E62,111151,479378,450001,Y
271770761,2012,201203,ACCORD INC,LAKEWOOD,CO,80215-5818,03,15,P50,93140,188580,188580,Y
271780011,2014,201407,PRAIRIE BIBLE CHURCH,TRINIDAD,CO,81082-8687,03,10,X20,145473,98756,98756,Y
271791881,2011,201103,JAMES KIRK BERNARD FOUNDATION,BASALT,CO,81621-3562,03,15,P12,2963,22210,22210,Y
271793166,,,,,,,,,,,,,N
271794056,2016,201604,THE GEMACH PROJECT,HGHLNDS RANCH,CO,80129-6204,03,15,,1,0,0,Y
271798410,2010,201004,CHAFFEE COUNTY SEARCH AND RESCUE - NORTH,BUENA VISTA,CO,81211-1671,03,15,E62,200829,85492,85492,Y
271800589,,,,,,,,,,,,,N
271815725,,,,,,,,,,,,,N
271823372,2011,201107,DEATH RIDE TOUR INC,AURORA,CO,80013-4190,03,15,P123,0,0,0,Y
271827189,2021,202102,MINISTERIOS DE CRISTO LLUVIAS DE GLORIA,AURORA,CO,80017-4021,03,10,X20,35394,87196,87196,Y
271832810,,,,,,,,,,,,,N
271832956,,,,,,,,,,,,,N
271836240,,,,,,,,,,,,,N
271841692,2010,201008,CAMP HOPE INC,LOMA,CO,81524-9517,03,15,N20,151927,59458,59458,Y
271842564,2014,201412,FORT COLLINS POND HOCKEY ASSOCIATION,FORT COLLINS,CO,80525-2043,03,16,N68,1,81692,81692,Y
271843812,2010,201011,CHAFFEE COUNTY ECONOMIC DEVELOPMENT CORPORATION,SALIDA,CO,81201-1011,06,00,S41,44024,303916,248580,Y
271847353,2010,201008,COLORADO BASKETBALL CLUB,LONE TREE,CO,80124-9753,03,15,N62,6041,96959,96959,Y
271879633,,,,,,,,,,,,,N
271888868,2022,202211,VOCES UNIDAS FOR JUSTICE,COLORADO SPGS,CO,80910-3119,03,15,P62,303952,958328,958328,Y
271893336,2010,201004,CROSSROADS HORSE MINISTRY INC,WALDEN,CO,80480-9540,03,15,X20,77560,53458,53458,Y
271901715,,,,,,,,,,,,,N
271939225,2011,201104,COLORADO JUNIOR KARTING CLUB,WHEAT RIDGE,CO,80033-5245,03,16,N70,86747,403619,85631,Y
271939313,,,,,,,,,,,,,N
271945920,2016,201610,PLYMOUTH GATHERING,GREELEY,CO,80631-0000,03,15,X84,654730,101077,101077,Y
271961538,2010,201009,SAVE THE POUDRE - POUDRE WATEKEEPER,BOULDER,CO,80302-6746,03,15,C60,66067,90609,90609,Y
271962030,2010,201008,PAGOSA SPRINGS COMMUNITY DEVELOPMENT CORPORATION,PAGOSA SPGS,CO,81147-1173,03,15,S31,5117053,1562162,1562162,Y
271962968,2011,201106,PUBLIC MEDIA VENTURE GROUP,BOULDER,CO,80303-1044,03,16,A34,2053905,604382,604382,Y
271970080,2017,201702,YOUNG AFRICAN AMERICANS FOR SOCIAL & POLITICAL ACTIVISM,DENVER,CO,80220-8092,03,16,R99,1416046,2210775,2210775,Y
271981868,2010,201010,THRIVE LIFE SKILLS INC,BOULDER,CO,80302-5233,03,15,Q32,64648,48445,48445,Y
272005625,2011,201101,FIRESTONE BAPTIST CHURCH,FIRESTONE,CO,80520-0869,03,10,X21,,,,Y
272018010,2010,201010,AUTHOR U,AURORA,CO,80016-7250,06,00,S41,0,0,0,Y
272021425,2010,201009,COLORADO JUVENILE DEFENDER CENTER,DENVER,CO,80204-3936,03,16,P30,137182,175901,175901,Y
272023585,2010,201007,HEART POWER INC,PARKER,CO,80134-1405,03,15,N65,0,0,0,Y
272031287,,,,,,,,,,,,,N
272032108,2011,201106,VALLEY HOUSING FUND,GUNNISON,CO,81230-1742,03,15,L21,3499547,407371,105102,Y
272032599,,,,,,,,,,,,,N
272033029,2010,201009,SIMWATACHELA SUSTAINABLE AGRICULTURAL AND ARTS PROGRAM SSAA,BOULDER,CO,80304-1907,03,15,Q32,267981,54586,54586,Y
272034873,2010,201008,ANIMAL WATCH,BOULDER,CO,80302-6746,03,15,D30,34607,190600,190600,Y
272039289,,,,,,,,,,,,,N
272051845,,,,,,,,,,,,,N
272052340,,,,,,,,,,,,,N
272061975,2010,201004,BLUE LION RESCUE,YODER,CO,80864-0011,03,15,D20,265999,122831,122831,Y
272062546,2011,201103,HEALTH 4 HAITI,COLORADO SPGS,CO,80918-2413,03,15,Q33,11069,400,400,Y
272077273,2014,201409,VERTILE FOUNDATION INC,BOULDER,CO,80303-1556,03,15,Q33,715289,249881,249881,Y
272079650,2010,201011,SHRI SHIRDI SAIBABA TEMPLE OF ROCKIES,CENTENNIAL,CO,80112-3749,03,15,X70,1328059,394820,394820,Y
272095392,2016,201612,JEWISH CONGREGATION OF STEAMBOAT SPRINGS HAR MISHPACHA,STEAMBOAT SPRINGS,CO,80487-0000,03,16,X30,240899,421970,421970,Y
272097342,,,,,,,,,,,,,N
272098277,2011,201103,FAR VIEW HORSE RESCUE,BRECKENRIDGE,CO,80424-5457,03,15,D20,604875,247601,245525,Y
272105051,2015,201508,COLORADO NARCOTICS ANONYMOUS CONVENTION INC,DENVER,CO,80201-1437,03,16,P20,28548,132378,115911,Y
272109717,2012,201203,ROCKY MOUNTAIN LEGAL CENTER,LAFAYETTE,CO,80026-2125,03,15,,380320,219069,219069,Y
272116603,2011,201108,EL PASO COUNTYY FAIRGROUNDS CORPORATION,COLORADO SPGS,CO,80905-7200,03,16,K12,11264,144569,111636,Y
272126113,2010,201011,ONE GOOD TURN,ENGLEWOOD,CO,80113-2427,03,15,P20,347771,1839832,1221642,Y
272126155,2010,201007,SAN LUIS VALLEY BEHAVIORAL HEALTH GROUP INC,ALAMOSA,CO,81101-9610,03,23,F30,0,13004520,13004520,Y
272126203,2010,201011,LUZ DE VIDA,GYPSUM,CO,81637-4354,03,15,Q33,564857,504047,499385,Y
272139467,2010,201008,CITIZENS FOR A HEALTHY COMMUNITY,PAONIA,CO,81428-1283,03,15,C35,45618,117922,117922,Y
272143267,2016,201610,NEPAL AMERICA SOCIOCULTURAL EXCHANGE SOCIETY INC USA,WESTMINSTER,CO,80030-0000,03,15,A23,1286924,164279,164279,Y
272148223,,,,,,,,,,,,,N
272151804,2010,201007,MENDING FACES,BROOMFIELD,CO,80038-0214,03,15,G9B,247101,189203,180717,Y
272156021,,,,,,,,,,,,,N
272168445,,,,,,,,,,,,,N
272179046,2011,201101,CHILDRENS GLOBAL ALLIANCE,VAIL,CO,81657-4957,03,15,P127,139736,228096,228096,Y
272186949,2011,201112,STEADFAST STEEDS,GRAND JCT,CO,81502-3953,03,16,D20,54882,70116,70116,Y
272189457,2011,201101,CENTER FOR COMMUNITY AND ENTREPRENEURIAL ADVANCEMENT,COLORADO SPGS,CO,80903-1547,03,15,S20,0,0,0,Y
272196935,,,,,,,,,,,,,N
272200601,,,,,,,,,,,,,N
272200721,2010,201008,ACADEMY OF CERTIFIED PORTFOLIO MANAGERS,EASTLAKE,CO,80614-0275,03,16,B90,243769,407504,407504,Y
272206707,2012,201211,GOLDEN HIGH SCHOOL FOOTBALL BOOSTER CLUB,GOLDEN,CO,80402-0635,03,15,N65,43926,99350,69157,Y
272213217,2010,201009,BREEDER RELEASE ADOPTION SERVICE,BONCARBO,CO,81024-0000,03,15,D20,771560,418205,418205,Y
272214963,2010,201008,ROCKY MOUNTAIN PUPPY RESCUE,BERTHOUD,CO,80513-8116,03,15,D20,169901,703077,686551,Y
272235994,2010,201007,SUMMIT EDUCATION FOUNDATION,BRECKENRIDGE,CO,80424-6702,03,15,B90,32456,157717,156546,Y
272239991,2012,201202,MERCY HOUSING WHEATON NFP,DENVER,CO,80202-4929,03,16,L21,10312406,4003884,4003884,Y
272243048,2011,201106,ANIMAS-LA PLATA OPERATION MAINTENANCE AND REPLACEMENT ASSOCI,DURANGO,CO,81303-2301,03,15,C32,9781340,2209853,2209853,Y
272252028,,,,,,,,,,,,,N
272254125,2010,201008,DENVER URBAN DEBATE LEAGUE,DENVER,CO,80208-0001,03,15,B80,17730,159722,159722,Y
272255601,2014,201407,GREEN BOX ARTS PROJECT,GREEN MTN FLS,CO,80819-0001,03,15,A20,186158,1248720,1248720,Y
272262808,,,,,,,,,,,,,N
272274120,2010,201008,DIAKONIA,COLORADO SPGS,CO,80920-3132,03,16,P60,238594,526703,526703,Y
272279199,2010,201006,CANON LITERACY CENTER INC,CANON CITY,CO,81215-1793,03,15,B90,158547,79326,79326,Y
272280465,2011,201101,CLINICAL AND PATIENT EDUCATORS ASSOCIATION,DENVER,CO,80209-1559,03,15,E03,186011,432034,432034,Y
272282878,2010,201009,CATHOLIC SPORTS,DENVER,CO,80250-2584,03,15,X99,232522,618944,618944,Y
272292397,2017,201708,COLORADO LEARNING CONNECTIONS,FRISCO,CO,80443-0459,03,16,B90,30763,207456,207456,Y
272293008,,,,,,,,,,,,,N
272296673,2012,201204,EAST END ARTS DISTRICT ASSOCIATION,AURORA,CO,80010-2214,03,15,A26,0,0,0,Y
272313607,2010,201007,3 4 FIGHTING PARKINSONS,DENVER,CO,80211-0483,03,15,G12,0,0,0,Y
272319893,2016,201608,WOODLAND PARK HOCKEY ASSOCATION,WOODLAND PARK,CO,80866-5923,03,16,N68,55615,65376,65376,Y
272329917,2011,201103,FREEDOM IN CHRIST CHRISTAIN FELLOWSHIP,AURORA,CO,80047-0638,03,15,X21,33617,150616,150616,Y
272333278,,,,,,,,,,,,,N
272346227,,,,,,,,,,,,,N
272348369,,,,,,,,,,,,,N
272363901,2010,201009,ALPINE INITIATIVES,STEAMBOAT SPR,CO,80477-2711,03,15,Q31,0,0,0,Y
272364584,2011,201107,ALL BROTHERS IN CHRIST,DENVER,CO,80216-2026,03,15,B90,19476,1526584,1526584,Y
272370488,2011,201111,DOUGLAS COUNTY VETERANS MONUMENT FOUNDATION CORP,CASTLE ROCK,CO,80104-7902,03,15,A80,691425,573774,573774,Y
272384896,2022,202207,WEST POINT SOCIETY PIKES PEAK REGION,MONUMENT,CO,80132-8599,03,16,W11,0,0,0,Y
272389276,,,,,,,,,,,,,N
272399512,2015,201504,RANACK CARES FOUNDATION INC,LOVELAND,CO,80537-0000,03,16,G30,7703,79910,49158,Y
272404994,2010,201010,CROSS TO CROWN MINISTRIES INC,COLORADO SPRINGS,CO,80918-8342,03,11,B40,0,0,0,Y
272407219,2012,201211,CAREER BUILDING ACADEMY,COLORADO SPRINGS,CO,80909-6225,03,11,B43,42969,420685,279672,Y
272408409,,,,,,,,,,,,,N
272414749,2015,201503,SPRUCE HILL COMMUNITY CHURCH,MONUMENT,CO,80132-0466,03,10,X21,,,,Y
272434632,2011,201104,ROCKY MOUNTAIN BEST,LAKEWOOD,CO,80226-4341,03,15,O50,213286,110246,110246,Y
272454072,,,,,,,,,,,,,N
272461746,2011,201103,SOUTHWESTERN COLORADO AREA HEALTH EDUCATION CENTER INC,DURANGO,CO,81301-5596,03,15,E70,1342045,549521,549521,Y
272462198,2010,201012,ROSIES RANCH,PARKER,CO,80138-7810,03,15,P87,172802,200292,153411,Y
272463664,,,,,,,,,,,,,N
272463839,,,,,,,,,,,,,N
272469505,2011,201112,COLORADO AGRI-WOMEN,KARVAL,CO,80823-5024,05,00,K20,0,0,0,Y
272485270,,,,,,,,,,,,,N
272496252,2011,201106,KINGDOM LIFE MINISTRIES INTERNATIONAL,WINDSOR,CO,80550-3366,03,15,X21,160562,175984,175984,Y
272513359,2021,202112,GMHS AS1 FOOTBALL BOOSTERS,LAKEWOOD,CO,80228-0968,03,15,N65,25446,80597,66224,Y
272516327,2010,201009,TEACHERS OF THE WORD,PARKER,CO,80138-7127,03,15,X022,216049,184766,184766,Y
272529106,2011,201111,COLORADO MUSIC HALL OF FAME,DENVER,CO,80203-2114,03,16,A80,363139,336395,331686,Y
272545295,2015,201510,SURVIVOR JOE INC,ELIZABETH,CO,80107-8224,03,15,T50,43,1200,1200,Y
272548188,,,,,,,,,,,,,N
272550965,,,,,,,,,,,,,N
272552378,2011,201103,BC DIAMOND CLUB,LAKEWOOD,CO,80227-4332,03,16,O50,0,0,0,Y
272552989,2011,201106,FORGING YOUTH RESILIENCE,DENVER,CO,80246-2761,03,15,I21,163669,285627,285627,Y
272563025,2021,202102,NORTH AMERICAN SOCIETY FOR TRENCHLESS TECHNOLOGY,ARVADA,CO,80002-1421,03,16,B03,85785,83590,73004,Y
272565596,,,,,,,,,,,,,N
272568531,2016,201610,AUVSI ROCKY MOUNTAIN CHAPTER,LAKEWOOD,CO,80227-2422,06,00,U99,0,0,0,Y
272570053,,,,,,,,,,,,,N
272578440,,,,,,,,,,,,,N
272579604,2011,201109,INTERNATIONAL KEYBOARD ODYSSIAD AND FESTIVAL INC,FORT COLLINS,CO,80522-1964,03,16,A68,61997,108034,108034,Y
272585312,,,,,,,,,,,,,N
272616666,2014,201410,COLORADO CHEROKEE CIRCLE,LITTLETON,CO,80160-0772,03,15,P20,31359,22107,22107,Y
272622785,2010,201008,NORTH DENVER CARES,BROOMSFIELD,CO,80020-2919,03,15,P20,109065,220881,220881,Y
272624064,2011,201103,RIO GRANDE HOSPITAL FOUNDATION INC,DEL NORTE,CO,81132-8758,03,21,E11,1,4726,4726,Y
272643085,,,,,,,,,,,,,N
272656592,2010,201012,CHERRY CREEK THEATRE COMPANY,DENVER,CO,80220-0491,03,15,A65,1207,151332,151332,Y
272668564,,,,,,,,,,,,,N
272701934,2018,201812,ARMED FORCES ATHLETIC TRAINERS SOCIETY,PEYTON,CO,80831-5019,03,16,R03,13830,8015,8015,Y
272705788,2024,202404,BAND OF TOUGHS,BOULDER,CO,80303-9102,03,15,A65,0,0,0,Y
272715558,2011,201111,CARNATION FESTIVAL INC,WHEAT RIDGE,CO,80033-3002,03,15,A20,1484,305401,305401,Y
272758867,2012,201202,TELLER COUNTY SHOOTING SOCIETY,WOODLAND PARK,CO,80866-0548,07,00,N50,593540,194470,193847,Y
272767041,2010,201011,CICLISMO YOUTH FOUNDATION,FORT COLLINS,CO,80521-3351,03,15,N50,134158,161449,160031,Y
272768472,1968,196808,ALPHA PHI INTERNATIONAL FRATERNITY INC,DENVER,CO,80210-4207,07,00,,52606,106358,106358,Y
272768961,2011,201101,CONEJOS COUNTY CLEAN WATER INC,ANTONITO,CO,81120-0153,03,15,C60,381702,487820,487820,Y
272771795,,,,,,,,,,,,,N
272772682,,,,,,,,,,,,,N
272779073,2011,201102,CENTER FOR AMERICAN VALUES INC,PUEBLO,CO,81003-3412,03,15,A54,374384,948410,945993,Y
272782877,2012,201209,MEDICAL MARIJUANA INDUSTRY GROUP,GOLDEN,CO,80401-5154,06,00,T12,224313,572274,572274,Y
272823020,2011,201102,EVERGREEN RANCH SORTERS ASSOCIATION INC,EVERGREEN,CO,80439-0000,07,00,N69,20394,54627,26651,Y
272841620,,,,,,,,,,,,,N
272842382,2010,201009,INTERNATIONAL HOPE BUILDERS,ARVADA,CO,80005-5937,03,15,L99,378030,503877,503877,Y
272844612,1993,199311,CHERRY CREEK SCHOOL DISTRICT PARENT TEACHER COMMUNITY COUNCIL INC,AURORA,CO,80016-5448,03,16,,25413,81584,56394,Y
272902410,2015,201510,RANGELY COMMUNITY GARDENS,RANGELY,CO,81648-0224,03,15,P20,5771,8457,8457,Y
272907865,2011,201102,SAINT SEBASTIAN PROJECT DENVER,GREENWOOD VLG,CO,80111-3628,03,15,B122,200059,224208,224208,Y
272908720,,,,,,,,,,,,,N
272924313,,,,,,,,,,,,,N
272933459,2014,201409,MARANATHA CC,COMMERCE CITY,CO,80022-1733,03,10,X20,358723,46167,46167,Y
272935308,2010,201010,AKSHAYA USA,AURORA,CO,80016-3184,03,15,T30,65548,117396,111567,Y
272936416,2012,201205,BROADBAND INTERNET TECHNICAL ADVISORY GROUP INC,LOUISVILLE,CO,80027-2289,06,00,,63165,195162,195162,Y
272978700,2011,201104,SUMMIT54,ASPEN,CO,81611-2154,03,15,B25,1524071,925310,925310,Y
272983459,,,,,,,,,,,,,N
273001286,2014,201404,UNITE AMERICA INSTITUTE INC,DENVER,CO,80202-1602,03,15,W01,13200770,22292978,20638500,Y
273008054,2022,202205,GREEN STREETS,BOULDER,CO,80302-5127,03,15,W33,0,0,0,Y
273008262,2010,201008,STARTING HEARTS INC,AVON,CO,81620-5782,03,15,E70,666419,444073,314048,Y
273011046,,,,,,,,,,,,,N
273014625,2018,201803,SAMANTHA REMINGTON ANGEL HEART FOUNDATION,SUPERIOR,CO,80027-8009,03,16,P20,113627,95834,73548,Y
273018387,2022,202209,IRISH NETWORK COLORADO,GREENWOOD VILLAGE,CO,80111-0000,03,15,A99,0,0,0,Y
273020430,2010,201008,HILLTOP RANCH,COLORADO SPGS,CO,80920-7300,03,15,P73,2162317,390733,307801,Y
273029987,2011,201102,RISE AGAINST SUICIDE,LAFAYETTE,CO,80026-2316,03,15,F40,644395,1171013,1138809,Y
273038108,2011,201109,TOUGH ANGELS INC,LONGMONT,CO,80504-7317,03,15,P20,0,0,0,Y
273038521,,,,,,,,,,,,,N
273038790,,,,,,,,,,,,,N
273047842,,,,,,,,,,,,,N
273055875,,,,,,,,,,,,,N
273061517,,,,,,,,,,,,,N
273083017,2010,201008,AMERICAN INDEPENDENT BUSINESS ALLIANCE,DURANGO,CO,81302-2058,06,00,S02,54809,191261,191261,Y
273089864,,,,,,,,,,,,,N
273092740,,,,,,,,,,,,,N
273113955,,,,,,,,,,,,,N
273127204,2010,201010,HARLEYS HOPE FOUNDATION,COLORADO SPGS,CO,80908-8146,03,15,D60,81151,168089,146202,Y
273127388,,,,,,,,,,,,,N
273143450,2014,201408,WESTERN DRESSAGE ASSOCIATION OF AMERICA,PARKER,CO,80134-1416,03,16,N69,281808,633936,633936,Y
273144485,,,,,,,,,,,,,N
273144717,2011,201107,RESTORATION PROJECT,FORT COLLINS,CO,80525-5200,03,15,X20,302506,599019,584233,Y
273164321,2011,201109,THE JAMES ONE 27 INITIATIVE,COLORADO SPGS,CO,80921-4808,03,15,Q33,487166,576915,576915,Y
273183920,2018,201801,ROCKY MOUNTAIN SPORT RIDERS INC,AVON,CO,81620-1432,03,15,C50,186011,85764,85764,Y
273191893,2014,201410,EMMANUEL EVANGELICAL MISSION,COLORADO SPGS,CO,80904-2115,03,15,P20,1,39805,0,Y
273194823,2010,201009,COLORADO OUTREACH EXCHANGE,CASTLE ROCK,CO,80104-8962,03,15,W023,54109,129,129,Y
273209466,2011,201111,FRIENDS OF THE CHIEF FOUNDATION,STEAMBOAT SPR,CO,80477-6121,03,15,A20,0,0,0,Y
273211191,,,,,,,,,,,,,N
273215573,2011,201107,COLORADO KOREAN CHORUS,AURORA,CO,80046-1658,03,15,A60,47244,76402,76402,Y
273219224,2012,201201,LIGHTHOUSE MEDIA NA INC,LITTLETON,CO,80120-4423,03,15,X21,121577,1319652,1319652,Y
273231473,,,,,,,,,,,,,N
273236173,2010,201010,HANAS HOPE,LITTLETON,CO,80120-2331,03,15,P80,29434,72685,72685,Y
273262040,2011,201101,OPERATION REVAMP INC,GRAND JCT,CO,81501-3627,03,15,B21,532908,68990,68990,Y
273262065,,,,,,,,,,,,,N
273280742,,,,,,,,,,,,,N
273289343,2012,201208,ZIJI EARLY ELEMENTARY SCHOOL LLC,BOULDER,CO,80301-0000,03,11,B20,45149,246869,246869,Y
273300953,2015,201511,MONTROSE HIGH SCHOOL BAND BOOSTERS INC,MONTROSE,CO,81402-0592,03,16,B11,110379,214500,204859,Y
273336976,,,,,,,,,,,,,N
273365618,2014,201410,HEY NEIGHBOR,COLORADO SPRINGS,CO,80903-3392,03,16,B60,124917,246939,246939,Y
273387253,2011,201101,DIFFERENCE MAKER INC,BRIGHTON,CO,80601-8111,03,16,N60,0,0,0,Y
273390755,2011,201104,EXTREME COMMUNITY MAKEOVER,DENVER,CO,80250-2586,03,15,S20,233256,360268,333208,Y
273391247,2011,201103,NORTHERN COLORADO FRIENDS OF FERALS,FORT COLLINS,CO,80522-0328,03,15,D20,494395,418622,197819,Y
273400284,2012,201202,SAVANNAH GARDENS SENIOR RESIDENCES INC,DENVER,CO,80202-4929,03,16,L21,2533380,339863,339863,Y
273408612,2012,201203,COMMON GROUND MONTROSE INC,MONTROSE,CO,81402-0965,03,15,P28,0,0,0,Y
273419980,2011,201108,BEARS FOOTBALL CLUB OF MONUMENT COLORADO,MONUMENT,CO,80132-2066,03,15,B11,121153,91316,71734,Y
273439802,2023,202311,ETHNE GLOBAL SERVICES,LARKSPUR,CO,80118-7700,03,15,Q33,67017,298464,298464,Y
273440301,,,,,,,,,,,,,N
273442908,2014,201408,MORIARTY-MOFFITT DANCERS FOUNDATION INC,LOVELAND,CO,80537-7870,03,16,A62,32697,45870,31522,Y
273443579,,,,,,,,,,,,,N
273467110,,,,,,,,,,,,,N
273473899,,,,,,,,,,,,,N
273483679,2014,201410,MOMENTUM VOLLEYBALL COLORADO,CENTENNIAL,CO,80112-6775,03,15,N60,807243,1381570,1381570,Y
273484142,2011,201102,ELEVATIONS FOUNDATION INC,BOULDER,CO,80301-9004,03,15,T30,2426722,836610,790073,Y
273484449,2010,201012,NATIONAL CANNABIS INDUSTRY ASSOCIATION,DENVER,CO,80203-3608,06,00,S40,123184,766343,766343,Y
273486723,2013,201303,DEMIS ANIMAL RESCUE INC,AURORA,CO,80016-1350,03,15,D20,135843,432852,271323,Y
273491464,,,,,,,,,,,,,N
273500011,2012,201201,FRASER VALLEY HOCKEY ASSOCIATION,FRASER,CO,80442-1922,03,15,N68,87776,113405,111142,Y
273503738,2013,201301,NMC LEGACY FUND,VICTOR,CO,80860-0191,03,15,T70,6359492,527608,511433,Y
273508104,2011,201105,TOWER 21,GREELEY,CO,80631-3916,03,15,S20,0,0,0,Y
273514245,2011,201102,WESTERN AGRICULTURAL ECONOMICS ASSOCIATION INC,WESTMINSTER,CO,80234-2052,03,16,K032,276498,122017,122017,Y
273523541,2010,201011,TOUCHING AFRICA MINISTRIES,AURORA,CO,80046-0459,03,15,P20,46553,224446,224446,Y
273525082,,,,,,,,,,,,,N
273537872,2014,201409,SAMBURU YOUTH EDUCATION FUND,FORT COLLINS,CO,80524-3134,03,15,Q33,930067,960974,960974,Y
273538518,2010,201011,ACTION IN AFRICA INC,ASPEN,CO,81612-3853,03,15,Q33,884993,1587393,1454342,Y
273541112,2011,201102,BEAR CREEK ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,MONUMENT,CO,80132-6061,03,15,B94,15393,59977,59977,Y
273545381,2013,201303,LOVELAND VOLLEYBALL INC,LOVELAND,CO,80537-3301,03,16,N60,191659,229154,229154,Y
273546201,,,,,,,,,,,,,N
273546373,2011,201103,MT CARMEL WELLNESS & COMMUNITY CENTER,COLORADO SPGS,CO,80905-7315,03,15,P28,11615675,1240343,1217083,Y
273551514,,,,,,,,,,,,,N
273562813,2024,202402,FOUR CORNER COALITION INC,AURORA,CO,80019-2177,03,15,N60,,,,Y
273566719,2010,201010,TOUCH OF LOVE INTERNATIONAL,COLORADO SPGS,CO,80918-1743,03,15,Q33,224744,588831,588831,Y
273567052,2010,201012,NATIONAL FIREFIGHTER SKI RACES,LITTLETON,CO,80125-7950,03,16,P60,27860,31014,31014,Y
273567356,2011,201112,FINS ATTACHED MARINE RESEARCH AND CONSERVATION,COLORADO SPGS,CO,80922-3086,03,15,U21,395475,495722,495722,Y
273567674,2014,201408,SUCCESS FOUNDATION SERVING GREELEY-EVANS SCHOOLS INC,GREELEY,CO,80631-4039,03,15,B12,1628072,3153484,3147836,Y
273569462,,,,,,,,,,,,,N
273577543,2014,201406,PARTNERS FOR CONSERVATION INC,ORDWAY,CO,81063-9523,03,15,C30,400928,447284,447284,Y
273584875,,,,,,,,,,,,,N
273587830,2011,201109,ACTIVE ARCHIVE ALLIANCE,WESTMINSTER,CO,80234-1746,06,00,U41,65830,88348,88348,Y
273598392,,,,,,,,,,,,,N
